Ron,Slytherin,668
Ron,Blaise,14
Ron,Nearly Headless Nick,28
Ron,Argus Filch,19
Ron,Quirrell,57
Ron,Snape,1710
Ron,Hedwig,38
Ron,Fang,190
Ron,Seamus Finnigan,79
Ron,Dean Thomas,37
Ron,Gryffindor,386
Ron,Hooch,74
Ron,Blood,37
Ron,Peeves,259
Ron,Flitwick,554
Ron,Granger,84
Ron,Marcus Flint,88
Ron,Lee Jordan,66
Ron,Weasley,790
Ron,Fluffy,180
Ron,Norbert,600
Bill,Fred,2033
Bill,George,2402
Bill,Ron,528
Bill,Percy,2144
Bill,Charlie,2814
Bill,Harry,132650
Bill,Weasley,6744
Bill,Hermione,12170
Bill,Ginny,2828
Bill,Crookshanks,19
Bill,Molly,70
Bill,Rita Skeeter,15
Bill,Moody,32
Bill,Pigwidgeon,40
Bill,Cedric,728
Bill,Viktor Krum,13
Bill,Gabrielle,67
Bill,Fleur Delacour,26
Bill,Sir Cadogan,26
Bill,Amos,13
Bill,Ludo Bagman,26
Bill,Cornelius Fudge,39
Bill,Tonks,340
Bill,Who,34
Bill,Kingsley Shacklebolt,6
Bill,Remus Lupin,20
Bill,Florean Fortescue,7
Bill,Pomfrey,46
Bill,Arthur,69
Bill,Muriel,125
Bill,Arabella Figg,4
Bill,Madam Malkin,4
Bill,Petunia,12
Bill,Mundungus Fletcher,4
Bill,Hedwig,48
Bill,Mad-Eye,299
Bill,Peter Pettigrew,16
Bill,Fenrir Greyback,8
Bill,Griphook,4054
Bill,Xenophilius,170
Bill,Dobby,1260
Bill,Ollivander,544
Bill,Andromeda,34
Bill,Sirius Black,34
Bill,Bellatrix,35
Bill,Oliver Wood,4
Bill,Katie Bell,4
Bill,Angelina Johnson,4
Bill,Alicia Spinnet,4
Charlie,Fred,880
Charlie,George,969
Charlie,Ron,1058
Charlie,Percy,1494
Charlie,Bill,2814
Charlie,Harry,18118
Charlie,Seamus Finnigan,2
Charlie,Dean Thomas,2
Charlie,McGonagall,10
Charlie,Weasley,1224
Charlie,Norbert,570
Charlie,Hedwig,11
Charlie,Hermione,2027
Charlie,Ginny,507
Charlie,Crookshanks,13
Charlie,Auror,10
Charlie,Pigwidgeon,40
Charlie,Maxime,44
Charlie,Dobby,15
Charlie,Gabrielle,8
Scabbers,Percy,26
Scabbers,Ron,352
Scabbers,Harry,2459
Scabbers,Hermione,639
Scabbers,Crabbe,2
Scabbers,Goyle,6
Scabbers,Gryffindor,3
Scabbers,Errol,2
Scabbers,Crookshanks,102
Scabbers,George,3
Scabbers,Weasley,2
Scabbers,Lupin,454
Scabbers,Peter Pettigrew,4
Scabbers,Remus,6
Albus Dumbledore,Harry,3598
Albus Dumbledore,Quirrell,3
Albus Dumbledore,Dobby,57
Albus Dumbledore,Arthur,4
Albus Dumbledore,Sirius Black,10
Albus Dumbledore,Weasley,10
Albus Dumbledore,Lord Voldemort,9
Albus Dumbledore,Hermione,186
Albus Dumbledore,Macnair,2
Albus Dumbledore,Cornelius Fudge,7
Albus Dumbledore,Rita Skeeter,54
Albus Dumbledore,Alastor,2
Albus Dumbledore,Moody,90
Albus Dumbledore,Love,1
Albus Dumbledore,Crouch,150
Albus Dumbledore,McGonagall,4
Albus Dumbledore,Petunia,59
Albus Dumbledore,Vernon,124
Albus Dumbledore,Phineas Nigellus,11
Albus Dumbledore,Minerva McGonagall,3
Albus Dumbledore,Bellatrix,16
Albus Dumbledore,Rufus Scrimgeour,3
Albus Dumbledore,Dudley,27
Albus Dumbledore,Draco Malfoy,1
Albus Dumbledore,Elphias Doge,15
Albus Dumbledore,Gellert Grindelwald,56
Neville,Hermione,59
Neville,Ravenclaw,5
Neville,Harry,1575
Neville,Ron,660
Hermione,Ravenclaw,780
Hermione,Neville,59
Hermione,Harry,10143866
Hermione,Ron,40808
Hermione,Crabbe,3340
Hermione,Goyle,6360
Hermione,Scabbers,639
Hermione,McGonagall,8050
Hermione,Granger,576
Hermione,Percy,10115
Hermione,Snape,126
Hermione,Hooch,24
Hermione,Gryffindor,501
Hermione,Flitwick,1470
Hermione,Seamus Finnigan,123
Hermione,Marcus Flint,80
Hermione,Quirrell,705
Hermione,Lee Jordan,571
Hermione,Slytherin,264
Hermione,George,32650
Hermione,Weasley,34543
Hermione,Fluffy,540
Hermione,Norbert,1164
Hermione,Charlie,2027
Hermione,Fang,4113
Hermione,Ronan,990
Hermione,Bane,655
Hermione,Voldemort,244
Hermione,Professor Dumbledore,61
Hermione,Vernon,730
Hermione,Dudley,2308
Hermione,Hedwig,3948
Hermione,Dobby,19026
Hermione,Errol,182
Hermione,Fred,39362
Hermione,Lucius,219
Hermione,Gilderoy Lockhart,308
Hermione,Ginny,77980
Hermione,Neville Longbottom,136
Hermione,Sprout,1283
Hermione,Justin Finch-Fletchley,53
Hermione,Know,26
Hermione,Dean Thomas,303
Hermione,Oliver Wood,109
Hermione,Myrtle,330
Hermione,Peeves,719
Hermione,Binns,1760
Hermione,Salazar Slytherin,158
Hermione,Moaning Myrtle,342
Hermione,Pince,26
Hermione,Pomfrey,124
Hermione,Millicent Bulstrode,1541
Hermione,Bill,12170
Hermione,Tom Riddle,147
Hermione,Ernie Macmillan,275
Hermione,Nearly Headless Nick,873
Hermione,Aragog,1967
Hermione,Florean Fortescue,42
Hermione,Crookshanks,5854
Hermione,Lupin,30960
